veritas_product_id,official_title,matched_master_uuids,official_categories,dominant_category,dominance_rule,mapped_series,review_status,reviewed_on,review_notes
50620,"Dialogue, Questions, and Answers (Dec 2003)",52; 53; 54,Lecture Series 2003: Devotional Nonduality; Lectures Series,Lecture Series 2003: Devotional Nonduality,R3,Devotional Nonduality,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
50623,Thought and Ideation (Feb 2004),55; 56; 57,Lecture Series 2004: Transcending the Mind; Lectures Series,Lecture Series 2004: Transcending the Mind,R3,Transcending the Mind,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
50628,Emotions and Sensations (Apr 2004),58; 59; 60,Lecture Series 2004: Transcending the Mind; Lectures Series,Lecture Series 2004: Transcending the Mind,R3,Transcending the Mind,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
50631,Perception and Positionality (Jun 2004),61; 62; 63,Lecture Series 2004: Transcending the Mind; Lectures Series,Lecture Series 2004: Transcending the Mind,R3,Transcending the Mind,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
50634,Identification and Illusion (Aug 2004),64; 65; 66,Lecture Series 2004: Transcending the Mind; Lectures Series,Lecture Series 2004: Transcending the Mind,R3,Transcending the Mind,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
50637,The Ego and The Self (Dec 2004),70; 71; 72,Lecture Series 2004: Transcending the Mind; Lectures Series,Lecture Series 2004: Transcending the Mind,R3,Transcending the Mind,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
50640,Witnessing and Observing (Oct 2004),67; 68; 69,Lecture Series 2004: Transcending the Mind; Lectures Series,Lecture Series 2004: Transcending the Mind,R3,Transcending the Mind,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
50644,Alignment (Apr 2005),76; 77; 78,Lecture Series 2005: Nonduality Intensive; Lectures Series,Lecture Series 2005: Nonduality Intensive,R3,Nonduality Intensive,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
50647,Conviction (Jul 2005),85; 86; 87,Lecture Series 2005: Nonduality Intensive; Lectures Series,Lecture Series 2005: Nonduality Intensive,R3,Nonduality Intensive,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
50650,"God, Religion, and Spirituality (Dec 2005)",100; 101; 102,Lecture Series 2005: Nonduality Intensive; Lectures Series,Lecture Series 2005: Nonduality Intensive,R3,Nonduality Intensive,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
50653,Vision (Feb 2005),73; 74; 75,Lecture Series 2005: Nonduality Intensive; Lectures Series,Lecture Series 2005: Nonduality Intensive,R3,Nonduality Intensive,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
50656,Valid Teachers and Teachings (Nov 2005),97; 98; 99,Lecture Series 2005: Nonduality Intensive; Lectures Series,Lecture Series 2005: Nonduality Intensive,R3,Nonduality Intensive,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
50659,Transcending Obstacles (Sep 2005),91; 92; 93,Lecture Series 2005: Nonduality Intensive; Lectures Series,Lecture Series 2005: Nonduality Intensive,R3,Nonduality Intensive,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
50662,Intention (May 2005),79; 80; 81,Lecture Series 2005: Nonduality Intensive; Lectures Series,Lecture Series 2005: Nonduality Intensive,R3,Nonduality Intensive,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
50665,Transcending Barriers  (Jun 2005),82; 83; 84,Lecture Series 2005: Nonduality Intensive; Lectures Series,Lecture Series 2005: Nonduality Intensive,R3,Nonduality Intensive,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
50668,Spiritual Traps (Oct 2005),94; 95; 96,Lecture Series 2005: Nonduality Intensive; Lectures Series,Lecture Series 2005: Nonduality Intensive,R3,Nonduality Intensive,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
50671,Serenity (Aug 2005),88; 89; 90,Lecture Series 2005: Nonduality Intensive; Lectures Series,Lecture Series 2005: Nonduality Intensive,R3,Nonduality Intensive,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
50675,Live Your Life Like a Prayer (Nov 2006),121; 122; 123,Lecture Series 2006: Transcending Levels of Consciousness; Lectures Series,Lecture Series 2006: Transcending Levels of Consciousness,R3,Transcending Levels of Consciousness,approved,2026-08-03,Master record is the Nov 2006 lecture (primary source match); proposed series 'Transcending Levels of Consciousness' equals the curated series; the 2012 discussion remains related_material.
50678,A Review of the Work  (Sep 2006),115; 116; 117,Lecture Series 2006: Transcending Levels of Consciousness; Lectures Series,Lecture Series 2006: Transcending Levels of Consciousness,R3,Transcending Levels of Consciousness,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
50681,Spiritual Practice and Daily Life (Oct 2006),118; 119; 120,Lecture Series 2006: Transcending Levels of Consciousness; Lectures Series,Lecture Series 2006: Transcending Levels of Consciousness,R3,Transcending Levels of Consciousness,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
50684,Experiential Reality (Feb 2006),103; 104; 105,Lecture Series 2006: Transcending Levels of Consciousness; Lectures Series,Lecture Series 2006: Transcending Levels of Consciousness,R3,Transcending Levels of Consciousness,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
50687,Is the Miraculous Real? (Dec 2006),124; 125; 126,Lecture Series 2006: Transcending Levels of Consciousness; Lectures Series,Lecture Series 2006: Transcending Levels of Consciousness,R3,Transcending Levels of Consciousness,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
50690,Spiritual Truth vs Spiritual Fantasy (Jun 2006),109; 110; 111,Lecture Series 2006: Transcending Levels of Consciousness; Lectures Series,Lecture Series 2006: Transcending Levels of Consciousness,R3,Transcending Levels of Consciousness,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
50693,Perception vs Essence (Apr 2006),106; 107; 108,Lecture Series 2006: Transcending Levels of Consciousness; Lectures Series,Lecture Series 2006: Transcending Levels of Consciousness,R3,Transcending Levels of Consciousness,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
50699,Reason vs Truth (Aug 2006),112; 113; 114,Lecture Series 2006: Transcending Levels of Consciousness; Lectures Series,Lecture Series 2006: Transcending Levels of Consciousness,R3,Transcending Levels of Consciousness,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
50707,A Unique Sedona Seminar (Dec 2008),172; 173; 174,Lecture Series 2008: Advanced Spiritual Awareness,Lecture Series 2008: Advanced Spiritual Awareness,R3,Advanced Spiritual Awareness,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
50710,Practical Spirituality (Oct 2008),166; 167; 168,Lecture Series 2008: Advanced Spiritual Awareness; Lectures Series,Lecture Series 2008: Advanced Spiritual Awareness,R3,Advanced Spiritual Awareness,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
50713,"Belief, Trust and Credibility (Jun 2008)",160; 161; 162,Lecture Series 2008: Advanced Spiritual Awareness; Lectures Series,Lecture Series 2008: Advanced Spiritual Awareness,R3,Advanced Spiritual Awareness,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
50716,"Overcoming Doubt, Skepticism & Disbelief (Aug 2008)",163; 164; 165,Lecture Series 2008: Advanced Spiritual Awareness; Lectures Series,Lecture Series 2008: Advanced Spiritual Awareness,R3,Advanced Spiritual Awareness,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
50719,Spirituality: Reason and Faith (Jan 2008),154; 155; 156,Lecture Series 2008: Advanced Spiritual Awareness; Lectures Series,Lecture Series 2008: Advanced Spiritual Awareness,R3,Advanced Spiritual Awareness,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
50722,The Clear Pathway to Enlightenment (Mar 2008),157; 158; 159,Lecture Series 2008: Advanced Spiritual Awareness; Lectures Series,Lecture Series 2008: Advanced Spiritual Awareness,R3,Advanced Spiritual Awareness,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
50725,Freedom: Morality and Ethics (Nov 2008),169; 170; 171,Lecture Series 2008: Advanced Spiritual Awareness; Lectures Series,Lecture Series 2008: Advanced Spiritual Awareness,R3,Advanced Spiritual Awareness,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
50728,Experiential Reality: The Mystic (Dec 2007),151; 152; 153,Lecture Series 2007: Spiritual Reality & Modern Man; Lectures Series,Lecture Series 2007: Spiritual Reality & Modern Man,R3,Spiritual Reality & Modern Man,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
50731,Spiritual Survival: Realization of Reality (Nov 2007),148; 149; 150,Lecture Series 2007: Spiritual Reality & Modern Man; Lectures Series,Lecture Series 2007: Spiritual Reality & Modern Man,R3,Spiritual Reality & Modern Man,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
50734,Creation vs Evolution (Oct 2007),145; 146; 147,Lecture Series 2007: Spiritual Reality & Modern Man; Lectures Series,Lecture Series 2007: Spiritual Reality & Modern Man,R3,Spiritual Reality & Modern Man,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
50737,The Human Dilemma (Aug 2007),139; 140; 141,Lecture Series 2007: Spiritual Reality & Modern Man; Lectures Series,Lecture Series 2007: Spiritual Reality & Modern Man,R3,Spiritual Reality & Modern Man,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
50740,What is Truth? The Absolute (Jul 2007),136; 137; 138,Lecture Series 2007: Spiritual Reality & Modern Man; Lectures Series,Lecture Series 2007: Spiritual Reality & Modern Man,R3,Spiritual Reality & Modern Man,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
50743,What is ‘Real’? (Jun ),133; 134; 135,Lecture Series 2007: Spiritual Reality & Modern Man; Lectures Series,Lecture Series 2007: Spiritual Reality & Modern Man,R3,Spiritual Reality & Modern Man,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
50746,Relativism vs Reality (Apr 2007),130; 131; 132,Lecture Series 2007: Spiritual Reality & Modern Man; Lectures Series,Lecture Series 2007: Spiritual Reality & Modern Man,R3,Spiritual Reality & Modern Man,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
50749,God vs Science: Limits of the Mind (Feb 2007),127; 128; 129,Lecture Series 2007: Spiritual Reality & Modern Man; Lectures Series,Lecture Series 2007: Spiritual Reality & Modern Man,R3,Spiritual Reality & Modern Man,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
50752,Success (Oct 2009),184; 185; 186,Lecture Series 2009: In the World but Not of It; Lectures Series,Lecture Series 2009: In the World but Not of It,R3,In the World but Not of It,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
50755,Peace (Aug 2009),181; 182; 183,Lecture Series 2009: In the World but Not of It; Lectures Series,Lecture Series 2009: In the World but Not of It,R3,In the World but Not of It,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
50758,Happiness (Apr 2009),178; 179; 180,Lecture Series 2009: In the World but Not of It; Lectures Series,Lecture Series 2009: In the World but Not of It,R3,In the World but Not of It,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
50761,What is the World? (Feb 2009),175; 176; 177,Lecture Series 2009: In the World but Not of It; Lectures Series,Lecture Series 2009: In the World but Not of It,R3,In the World but Not of It,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
50766,Spiritual Life In Today’s World (Oct 2010),190; 191; 192,Lecture Series 2010: Practical Spirituality; Lectures Series,Lecture Series 2010: Practical Spirituality,R3,Practical Spirituality,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
50769,Handling Spiritual Challenges (Apr 2010),187; 188; 189,Lecture Series 2010: Practical Spirituality; Lectures Series,Lecture Series 2010: Practical Spirituality,R3,Practical Spirituality,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
50772,Love  (Sep 2011),196; 197; 198,Lecture Series 2011: Love & Spiritual Seeker Qualities; Lectures Series,Lecture Series 2011: Love & Spiritual Seeker Qualities,R3,Love & Spiritual Seeker Qualities,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
50775,Most Valuable Qualities for a Spiritual Seeker (May 2011),193; 194; 195,Lecture Series 2011: Love & Spiritual Seeker Qualities; Lectures Series,Lecture Series 2011: Love & Spiritual Seeker Qualities,R3,Love & Spiritual Seeker Qualities,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
50790,Question/Answer Session (Jul 2011),201,Satsang; Satsang 2011; Satsang Series and Question & Answer Sessions,Satsang,R2,Satsang Series,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
50796,Question/Answer Session (Jan 2011),199,Satsang; Satsang 2011; Satsang Series and Question & Answer Sessions,Satsang,R2,Satsang Series,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
50801,Volume VII: A Conversation with Knowingness,214,Volume Series,Volume Series,R7,Volume Series,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
50807,Volume VI: How to Raise Your Level of Consciousness,213,Volume Series,Volume Series,R7,Volume Series,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
50810,Vol II: Consciousness and Addiction,204; 205,Volume Series,Volume Series,R7,Volume Series,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
50891,Enlightenment (Aug 2003),46; 47; 48,Lecture Series 2003: Devotional Nonduality; Lectures Series,Lecture Series 2003: Devotional Nonduality,R3,Devotional Nonduality,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
52164,Radical Subjectivity: The ‘I’ of Self (Feb 2002),4; 5; 6,Lecture Series 2002: The Way to God; Lectures Series,Lecture Series 2002: The Way to God,R3,The Way to God,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
52945,Spiritual Will Inspiring Q & A,228; 229,On the Road - Talk Series,On the Road - Talk Series,R4,On The Road Talk Series,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
53036,"Life with “Doc” My Husband & My Teacher, Dr. David R. Hawkins",317,* * New Products * *; Books Published by Dr. Hawkins,Books Published by Dr. Hawkins,R7,Books,approved,2026-08-04,Bulk-approved 2026-08-04 with owner's delegation: taxonomy-derived series equals the curated series baseline for every referenced master ID (proven no-op; the 10 differing 2026-08-04 proposals stay pending owner ruling).
53058,The Wisdom of Dr. David R. Hawkins: Classic Teachings on Spiritual Truth and Enlightenment,318,Books Published by Dr. Hawkins,Books Published by Dr. Hawkins,R7,Books,approved,2026-08-04,Bulk-approved 2026-08-04 with owner's delegation: taxonomy-derived series equals the curated series baseline for every referenced master ID (proven no-op; the 10 differing 2026-08-04 proposals stay pending owner ruling).
53060,"Daily Reflections from Dr. David R. Hawkins: 365 Contemplations on Surrender, Healing, and Consciousness",297,Books Published by Dr. Hawkins,Books Published by Dr. Hawkins,R7,Books,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
53062,In the World But Not Of It: Transforming Everyday Experience into a Spiritual Path,300,Books Published by Dr. Hawkins; Media Miscellaneous,Books Published by Dr. Hawkins,R7,Books,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
53277,Progressive Levels of Consciousness,309,On the Road - Talk Series,On the Road - Talk Series,R4,On The Road Talk Series,approved,2026-08-04,Bulk-approved 2026-08-04 with owner's delegation: taxonomy-derived series equals the curated series baseline for every referenced master ID (proven no-op; the 10 differing 2026-08-04 proposals stay pending owner ruling).
54219,"Mind, Heart and Service: The Pathway of Devotional Non-Duality",310,* * New Products * *; On the Road - Talk Series,On the Road - Talk Series,R4,On The Road Talk Series,approved,2026-08-04,Bulk-approved 2026-08-04 with owner's delegation: taxonomy-derived series equals the curated series baseline for every referenced master ID (proven no-op; the 10 differing 2026-08-04 proposals stay pending owner ruling).
54472,The Path to Spiritual Advancement: How to Transcend the Ego and Experience the Presence of God (Lectures Jan & Feb 2002 Transcription),303,* * New Products * *; Books Published by Dr. Hawkins; The Six Book 2002 Transcription Series,The Six Book 2002 Transcription Series,R5,Transcription Series Books,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
54489,The Evolution of Consciousness: Navigating the Levels of Awareness and Unlocking Spiritual Potential (Lectures March and April 2002 Transcription),304,* * New Products * *; Books Published by Dr. Hawkins; The Six Book 2002 Transcription Series,The Six Book 2002 Transcription Series,R5,Transcription Series Books,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
55284,"Beyond Illusion: Exploring Perception, Ego, and Meditation on the Path to Truth; Transcriptions from May and June 2002 lectures",305,* * New Products * *; Books Published by Dr. Hawkins; The Six Book 2002 Transcription Series,The Six Book 2002 Transcription Series,R5,Transcription Series Books,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
55424,"Spiritual Power and Integrity: Uncovering Spiritual Reality and Realizing Peace, Love, and Divinity",306,* * New Products * *; Books Published by Dr. Hawkins; Lecture Series 2002: The Way to God; The Six Book 2002 Transcription Series,The Six Book 2002 Transcription Series,R5,Transcription Series Books,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
55425,The Man Who Mapped Consciousness: Life and Legacy of Dr. David R. Hawkins,319,* * New Products * *; Books Published by Dr. Hawkins,Books Published by Dr. Hawkins,R7,Books,approved,2026-08-04,Bulk-approved 2026-08-04 with owner's delegation: taxonomy-derived series equals the curated series baseline for every referenced master ID (proven no-op; the 10 differing 2026-08-04 proposals stay pending owner ruling).
55473,Devotion to Truth Talk,311,* * New Products * *; On the Road - Talk Series,On the Road - Talk Series,R4,On The Road Talk Series,approved,2026-08-04,Bulk-approved 2026-08-04 with owner's delegation: taxonomy-derived series equals the curated series baseline for every referenced master ID (proven no-op; the 10 differing 2026-08-04 proposals stay pending owner ruling).
55576,The Essence of Letting Go: A Living Transmission of Truth,358,* * New Products * *; Archival Office Visit Series; Books Published by Dr. Hawkins; Lecture Series 2004: Transcending the Mind; Media Miscellaneous; The Six Book 2002 Transcription Series,The Six Book 2002 Transcription Series,R5,Transcription Series Books,proposed,,
55582,Karma and Devotion: The Sacred Path to God through the Heart,307,* * New Products * *; Books Published by Dr. Hawkins; Lecture Series 2002: The Way to God; The Six Book 2002 Transcription Series,The Six Book 2002 Transcription Series,R5,Transcription Series Books,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
56141,"The Final Doorway to Enlightenment: Prayer, Transcendence and Realization of the Self",308,* * New Products * *; Books Published by Dr. Hawkins; Lecture Series 2002: The Way to God; The Six Book 2002 Transcription Series,The Six Book 2002 Transcription Series,R5,Transcription Series Books,approved,2026-08-03,Bulk-approved 2026-08-03 with owner's delegation: taxonomy-derived series equals the curated series baseline (286/286 uuid-level agreement after the inventory refresh).
