registry_path,folder,mime,size_bytes,bucket,matched_uuid,matched_title,matched_series,tier,confidence,evidence,candidate_uuids
Audiobooks/ThePrevailingSilence[B09VYF8F1V]/ThePrevailingSilence[B09VYF8F1V].m4b,Audiobooks,audio/x-m4b,202888991,A,273,The Prevailing Silence,On The Road Talk Series,T1x,1.00,exact name key(s): theprevailingsilence,
Audiobooks/TheUltimateDavidHawkinsLibrary[B01ENWKFOQ]/TheUltimateDavidHawkinsLibrary[B01ENWKFOQ].m4b,Audiobooks,audio/x-m4b,294790390,A,370,The Ultimate David Hawkins Library,Nightingale-Conant,T1x,1.00,all significant tokens of a name segment match (prior: none); exact name key(s): theultimatedavidhawkinslibrary,
Audiobooks/TheUltimateDavidHawkinsLibrary[B01ENWKFOQ]/TheUltimateDavidHawkinsLibrary[B01ENWKFOQ].pdf,Audiobooks,application/pdf,576771,A,370,The Ultimate David Hawkins Library,Nightingale-Conant,T1x,1.00,all significant tokens of a name segment match (prior: none); exact name key(s): theultimatedavidhawkinslibrary,
Audiobooks/TheUltimateTruth[B09YFVXQTP]/TheUltimateTruth[B09YFVXQTP].m4b,Audiobooks,audio/x-m4b,39729049,C,,,,,0.00,no candidate at or above 0.55,
Audiobooks/TheWaytoGod[B006W15XZI]/TheWaytoGod:RealizingtheRootofConsciousness:Meditative&ComtemplativeTechniques[B006W15XZI].m4b,Audiobooks,audio/x-m4b,130715175,A,16;17;18;335,Realizing the Root of Consciousness: Meditative and Contemplative Techniques,The Way to God,T1c,1.00,containment: master key 'realizingtherootofconsciousness' inside registry name; containment: master key 'thewaytogodrealizingtherootofconsciousness' inside registry name,
Audiobooks/TheWaytoGod[B006W1639I]/TheWaytoGod:RadicalSubjectivity:The'I'ofSelf-February2002[B006W1639I].m4b,Audiobooks,audio/x-m4b,153195471,A,4;5;6,Radical Subjectivity: The 'I' of Self,The Way to God,T1p,1.00,exact after collection-prefix strip: radicalsubjectivitytheiofself,
Audiobooks/TheWaytoGod[B006WRDTLM]/TheWaytoGod:PositionalityandDuality-TranscendingtheOpposites[B006WRDTLM].m4b,Audiobooks,audio/x-m4b,141418513,A,10;11;12,Positionality and Duality: Transcending the Opposites,The Way to God,T1p,1.00,exact after collection-prefix strip: positionalityanddualitytranscendingtheopposites,
Audiobooks/TheWaytoGod[B006WRDV9C]/TheWaytoGod:PerceptionandIllusion-DistortionsofReality[B006WRDV9C].m4b,Audiobooks,audio/x-m4b,127010300,A,13;14;15,Perception and Illusion: Distortions of Reality,The Way to God,T1p,1.00,exact after collection-prefix strip: perceptionandillusiondistortionsofreality,
Audiobooks/TheWaytoGod[B006WRDWZA]/TheWaytoGod:TheLevelsofConsciousness:Subjective&SocialConsequences[B006WRDWZA].m4b,Audiobooks,audio/x-m4b,153229152,A,7;8;9,The Levels of Consciousness: Subjective & Social Consequences,The Way to God,T1p,1.00,exact after collection-prefix strip: thelevelsofconsciousnesssubjectivesocialconsequences,
Audiobooks/TheWaytoGod[B006YVP5AY]/TheWaytoGod:God:TranscendentandImmanent[B006YVP5AY].m4b,Audiobooks,audio/x-m4b,132266626,A,31;32;33,God: Transcendent and Immanent,The Way to God,T1p,1.00,exact after collection-prefix strip: godtranscendentandimmanent,
Audiobooks/TheWaytoGod[B006YVPBIK]/TheWaytoGod:RealizatonoftheSelf-TheFinalMoments[B006YVPBIK].m4b,Audiobooks,audio/x-m4b,110233612,A,34;35;36,Realization of the Self: The Final Moments,The Way to God,T1f,0.99,fuzzy 0.99 'realizatonoftheselfthefinalmoments' ~ 'realizationoftheselfthefinalmoments',
Audiobooks/TheWaytoGod[B006ZBQE1M]/TheWaytoGod:Devotion-TheWaytoGodThroughtheHeart[B006ZBQE1M].m4b,Audiobooks,audio/x-m4b,133178524,A,25;26;27,Devotion: The Way to God Through the Heart,The Way to God,T1p,1.00,exact after collection-prefix strip: devotionthewaytogodthroughtheheart,
Audiobooks/TheWaytoGod[B006ZBQNBS]/TheWaytoGod:TheNatureofDivinityvs.ReligiousFallacy[B006ZBQNBS].m4b,Audiobooks,audio/x-m4b,132711031,A,19;20;21;333,The Nature of Divinity vs Religious Fallacy,The Way to God,T1x,1.00,exact after collection-prefix strip: thenatureofdivinityvsreligiousfallacy; exact name key(s): thewaytogodthenatureofdivinityvsreligiousfallacy,
Audiobooks/TheZenTeachingofHuangPo[B09FBQLB2G]/TheZenTeachingofHuangPo:OntheTransmissionofMind[B09FBQLB2G].m4b,Audiobooks,audio/x-m4b,229279577,C,,,,,0.00,no candidate at or above 0.55,
Audiobooks/TranscendingtheEgo[B09VYBV6PQ]/TranscendingtheEgo[B09VYBV6PQ].m4b,Audiobooks,audio/x-m4b,172911298,A,274,Transcending the Ego,On The Road Talk Series,T1x,1.00,exact name key(s): transcendingtheego,
Audiobooks/TranscendingtheLevelsofConsciousnessSeries[B00AOBXBJM]/TranscendingtheLevelsofConsciousnessSeries:SpiritualTruthvs.SpiritualFantasy[B00AOBXBJM].m4b,Audiobooks,audio/x-m4b,136427078,A,109;110;111,Spiritual Truth vs. Spiritual Fantasy,Transcending Levels of Consciousness,T1p,1.00,exact after collection-prefix strip: spiritualtruthvsspiritualfantasy,
Audiobooks/TranscendingtheLevelsofConsciousnessSeries[B00AOBXFUM]/TranscendingtheLevelsofConsciousnessSeries:IstheMiraculousReal?[B00AOBXFUM].m4b,Audiobooks,audio/x-m4b,136591438,A,124;125;126,Is the Miraculous Real?,Transcending Levels of Consciousness,T1p,1.00,exact after collection-prefix strip: isthemiraculousreal,
Audiobooks/TranscendingtheLevelsofConsciousnessSeries[B00APLSQJG]/TranscendingtheLevelsofConsciousnessSeries:Perceptionvs.Essence[B00APLSQJG].m4b,Audiobooks,audio/x-m4b,140830811,A,106;107;108;341,Perception vs Essence,Transcending Levels of Consciousness,T1x,1.00,all significant tokens of a name segment match (prior: Transcending Levels of Consciousness); exact after collection-prefix strip: perceptionvsessence; exact name key(s): transcendingthelevelsofconsciousnessseriesperceptionvsessence,
Audiobooks/TranscendingtheLevelsofConsciousnessSeries[B00APO6ZBO]/TranscendingtheLevelsofConsciousnessSeries:ExperientialReality[B00APO6ZBO].m4b,Audiobooks,audio/x-m4b,141487504,A,103;104;105,Experiential Reality,Transcending Levels of Consciousness,T1p,1.00,prefix-scoped remainder to series: Transcending Levels of Consciousness,
Audiobooks/TranscendingtheLevelsofConsciousnessSeries[B00APO73IS]/TranscendingtheLevelsofConsciousnessSeries:Reasonvs.Truth[B00APO73IS].m4b,Audiobooks,audio/x-m4b,140560012,A,112;113;114,Reason vs Truth,Transcending Levels of Consciousness,T1p,1.00,exact after collection-prefix strip: reasonvstruth,
Audiobooks/TranscendingtheLevelsofConsciousnessTheStairwaytoEnlightenment.mp3,Audiobooks,audio/mpeg,679643479,A,294;325,Transcending the Levels of Consciousness,Books,T1c,1.00,containment: master key 'transcendingthelevelsofconsciousness' inside registry name,
Audiobooks/TranscendingtheLevelsofConsciousness[B00APLT15O]/TranscendingtheLevelsofConsciousness:LiveYourLifeLikeaPrayer[B00APLT15O].m4b,Audiobooks,audio/x-m4b,140856413,A,121;122;123;343,Live Your Life Like a Prayer,Transcending Levels of Consciousness,T1p,1.00,exact after collection-prefix strip: liveyourlifelikeaprayer,
Audiobooks/TranscendingtheMindSeries(Perception&Positionality)[B00852G9T6]/TranscendingtheMindSeries(Perception&Positionality)[B00852G9T6].m4b,Audiobooks,audio/x-m4b,155321197,A,61;62;63,Perception and Positionality,Transcending the Mind,T1p,1.00,exact after collection-prefix strip: perceptionpositionality,
Audiobooks/TranscendingtheMindSeries[B00852GE1O]/TranscendingtheMindSeries:Thought&Ideation[B00852GE1O].m4b,Audiobooks,audio/x-m4b,145714561,A,55;56;57,Thought and Ideation,Transcending the Mind,T1p,1.00,exact after collection-prefix strip: thoughtideation,
Audiobooks/TranscendingtheMindSeries[B008Y23T9U]/TranscendingtheMindSeries:Identification&Illusion[B008Y23T9U].m4b,Audiobooks,audio/x-m4b,158141035,A,64;65;66;338,Identification and Illusion,Transcending the Mind,T1x,1.00,all significant tokens of a name segment match (prior: Transcending the Mind); exact after collection-prefix strip: identificationillusion; exact name key(s): transcendingthemindseriesidentificationillusion,
Audiobooks/TranscendingtheMindSeries[B008Y23VT8]/TranscendingtheMindSeries:Witnessing&Observing[B008Y23VT8].m4b,Audiobooks,audio/x-m4b,161994868,A,67;68;69,Witnessing and Observing,Transcending the Mind,T1p,1.00,exact after collection-prefix strip: witnessingobserving,
Audiobooks/TranscendingtheMindSeries[B008Y2962E]/TranscendingtheMindSeries:Emotions&Sensations[B008Y2962E].m4b,Audiobooks,audio/x-m4b,151246266,A,58;59;60;339,Emotions and Sensations,Transcending the Mind,T1x,1.00,all significant tokens of a name segment match (prior: Transcending the Mind); exact after collection-prefix strip: emotionssensations; exact name key(s): transcendingthemindseriesemotionssensations,
Audiobooks/TranscendingtheMindSeries[B008Y29AHK]/TranscendingtheMindSeries:TheEgo&TheSelf[B008Y29AHK].m4b,Audiobooks,audio/x-m4b,165454212,A,70;71;72,The Ego and The Self,Transcending the Mind,T1p,1.00,exact after collection-prefix strip: egoself,
Audiobooks/TruthShinesForth[B09VYD8PXN]/TruthShinesForth[B09VYD8PXN].m4b,Audiobooks,audio/x-m4b,186718626,A,275,Truth Shines Forth,On The Road Talk Series,T1x,1.00,all significant tokens of a name segment match (prior: none); exact name key(s): truthshinesforth,
Audiobooks/Truthsvs.FalsehoodTheArtofSpiritualDiscernment.mp3,Audiobooks,audio/mpeg,181762156,A,289;322;327,Truth vs. Falsehood: How to Tell the Difference,Books,T1f,0.99,fuzzy 0.99 'truthsvsfalsehoodtheartofspiritualdiscernment' ~ 'truthvsfalsehoodtheartofspiritualdiscernment',
Audiobooks/Truthsvs.Falsehood[B00NWS4SQO]/Truthsvs.Falsehood:TheArtofSpiritualDiscernment[B00NWS4SQO].m4b,Audiobooks,audio/x-m4b,180716548,A,289;322;327,Truth vs. Falsehood: How to Tell the Difference,Books,T1f,0.99,fuzzy 0.99 'truthsvsfalsehoodtheartofspiritualdiscernment' ~ 'truthvsfalsehoodtheartofspiritualdiscernment',
Audiobooks/Truthsvs.Falsehood[B00NWS4SQO]/Truthsvs.Falsehood:TheArtofSpiritualDiscernment[B00NWS4SQO].pdf,Audiobooks,application/pdf,30871,A,289;322;327,Truth vs. Falsehood: How to Tell the Difference,Books,T1f,0.99,fuzzy 0.99 'truthsvsfalsehoodtheartofspiritualdiscernment' ~ 'truthvsfalsehoodtheartofspiritualdiscernment',
Audiobooks/ValidTeachersandTeachings[B00KXCFG2M]/ValidTeachersandTeachings[B00KXCFG2M].m4b,Audiobooks,audio/x-m4b,156441977,A,97;98;99,Valid Teachers and Teachings,Nonduality Intensive,T1x,1.00,exact name key(s): validteachersandteachings,
Audiobooks/YouAretheLightofConsciousness[B09VYC9VZF]/YouAretheLightofConsciousness[B09VYC9VZF].m4b,Audiobooks,audio/x-m4b,184940440,A,277,You Are the Light of Consciousness,On The Road Talk Series,T1x,1.00,exact name key(s): youarethelightofconsciousness,
DocandSusantalks/how-to-live-like-a-prayer--what-you-are-changes-the-world-2012.mp4,DocandSusantalks,video/mp4,594620375,A,278;285,How to Live Your Life Like A Prayer + What You are Changes the World,Discussion Series,T1x,1.00,"all significant tokens of a name segment match (prior: Discussion Series); exact name key(s): whatyouarechangestheworld, whatyouchangesworld; multi-work compilation (2 works)",
DocandSusantalks/improving-your-relationships--how-to-see-the-reality-of-life-2013.mp4,DocandSusantalks,video/mp4,659127991,A,279;280,How to See the Reality of Life + Improving Your Relationships,Discussion Series,T1x,1.00,"all significant tokens of a name segment match (prior: Discussion Series); exact name key(s): howseerealitylife, howtoseetherealityoflife; exact name key(s): improvingyourrelationships; multi-work compilation (2 works)",
DocandSusantalks/permanent-inner-peace--what-is-real-success-2012.mp4,DocandSusantalks,video/mp4,818413941,A,312;313,Permanent Inner Peace + What is Real Success?,Discussion Series,T1x,1.00,"all significant tokens of a name segment match (prior: Discussion Series); exact name key(s): permanentinnerpeace; exact name key(s): whatisrealsuccess, whatrealsuccess; multi-work compilation (2 works)",
DocandSusantalks/what-is-meant-by-spiritual--the-importance-of-family-2014.mp4,DocandSusantalks,video/mp4,706730141,A,282;283,The Importance of Family + What is Meant by Spiritual,Discussion Series,T1x,1.00,"all significant tokens of a name segment match (prior: Discussion Series); exact name key(s): importancefamily, theimportanceoffamily; exact name key(s): whatismeantbyspiritual, whatmeantspiritual; multi-work compilation (2 works)",
Lectures2002-2011/2002/apr-2002.mp4,Lectures2002-2011,video/mp4,1928743267,A,10;11;12,Positionality and Duality: Transcending the Opposites,The Way to God,T2ym,1.00,year-month 2002-04 unique across annual lecture series,
Lectures2002-2011/2002/aug-2002.mp4,Lectures2002-2011,video/mp4,1293673349,A,22;23;24;334,Advaita: The Way to God Through Mind,The Way to God,T2ym,1.00,year-month 2002-08 unique across annual lecture series,
Lectures2002-2011/2002/dec-2002.mp4,Lectures2002-2011,video/mp4,1164089060,A,34;35;36,Realization of the Self: The Final Moments,The Way to God,T2ym,1.00,year-month 2002-12 unique across annual lecture series,
Lectures2002-2011/2002/feb-2002.mp4,Lectures2002-2011,video/mp4,1732004954,A,4;5;6,Radical Subjectivity: The 'I' of Self,The Way to God,T2ym,1.00,year-month 2002-02 unique across annual lecture series,
Lectures2002-2011/2002/jan-2002.mp4,Lectures2002-2011,video/mp4,1640444395,A,1;2;3,Causality: The Ego's Foundation,The Way to God,T2ym,1.00,year-month 2002-01 unique across annual lecture series,
Lectures2002-2011/2002/jul-2002.mp4,Lectures2002-2011,video/mp4,1826239408,A,19;20;21;333,The Nature of Divinity vs Religious Fallacy,The Way to God,T2ym,1.00,year-month 2002-07 unique across annual lecture series,
Lectures2002-2011/2002/june-2002.mp4,Lectures2002-2011,video/mp4,1703371999,A,16;17;18;335,Realizing the Root of Consciousness: Meditative and Contemplative Techniques,The Way to God,T2ym,1.00,year-month 2002-06 unique across annual lecture series,
Lectures2002-2011/2002/march-2002.mp4,Lectures2002-2011,video/mp4,1764038656,A,7;8;9,The Levels of Consciousness: Subjective & Social Consequences,The Way to God,T2ym,1.00,year-month 2002-03 unique across annual lecture series,
Lectures2002-2011/2002/may-2002.mp4,Lectures2002-2011,video/mp4,1617467785,A,13;14;15,Perception and Illusion: Distortions of Reality,The Way to God,T2ym,1.00,year-month 2002-05 unique across annual lecture series,
Lectures2002-2011/2002/nov-2002.mp4,Lectures2002-2011,video/mp4,1431154746,A,31;32;33,God: Transcendent and Immanent,The Way to God,T2ym,1.00,year-month 2002-11 unique across annual lecture series,
Lectures2002-2011/2002/oct-2002.mp4,Lectures2002-2011,video/mp4,1629115140,A,28;29;30,Karma and the Afterlife,The Way to God,T2ym,1.00,year-month 2002-10 unique across annual lecture series,
Lectures2002-2011/2002/sep-2002.mp4,Lectures2002-2011,video/mp4,1757212205,A,25;26;27,Devotion: The Way to God Through the Heart,The Way to God,T2ym,1.00,year-month 2002-09 unique across annual lecture series,
Lectures2002-2011/2003/apr-2003.mp4,Lectures2002-2011,video/mp4,1613098803,A,40;41;42,Spirituality and the World,Devotional Nonduality,T2ym,1.00,year-month 2003-04 unique across annual lecture series,
Lectures2002-2011/2003/aug-2003.mp4,Lectures2002-2011,video/mp4,2028683071,A,46;47;48,Enlightenment,Devotional Nonduality,T2ym,1.00,year-month 2003-08 unique across annual lecture series,
Lectures2002-2011/2003/dec-2003.mp4,Lectures2002-2011,video/mp4,2033533994,A,52;53;54,"Dialogue, Questions, and Answers",Devotional Nonduality,T2ym,1.00,year-month 2003-12 unique across annual lecture series,
Lectures2002-2011/2003/feb-2003.mp4,Lectures2002-2011,video/mp4,1390688434,A,37;38;39,Integration of Spirituality and Personal Life,Devotional Nonduality,T2ym,1.00,year-month 2003-02 unique across annual lecture series,
Lectures2002-2011/2003/jun-2003.mp4,Lectures2002-2011,video/mp4,1865648966,A,43;44;45,Spiritual Community,Devotional Nonduality,T2ym,1.00,year-month 2003-06 unique across annual lecture series,
Lectures2002-2011/2003/nov-2003.mp4,Lectures2002-2011,video/mp4,2116053518,A,49;50;51,Realization of the Self as the 'I',Devotional Nonduality,T2ym,1.00,year-month 2003-11 unique across annual lecture series,
Lectures2002-2011/2004/apr-2004.mp4,Lectures2002-2011,video/mp4,2245808572,A,58;59;60;339,Emotions and Sensations,Transcending the Mind,T2ym,1.00,year-month 2004-04 unique across annual lecture series,
Lectures2002-2011/2004/aug-2004.mp4,Lectures2002-2011,video/mp4,2271468324,A,64;65;66;338,Identification and Illusion,Transcending the Mind,T2ym,1.00,year-month 2004-08 unique across annual lecture series,
Lectures2002-2011/2004/dec-2004.mp4,Lectures2002-2011,video/mp4,2616320361,A,70;71;72,The Ego and The Self,Transcending the Mind,T2ym,1.00,year-month 2004-12 unique across annual lecture series,
Lectures2002-2011/2004/feb-2004.mp4,Lectures2002-2011,video/mp4,2258809277,A,55;56;57,Thought and Ideation,Transcending the Mind,T2ym,1.00,year-month 2004-02 unique across annual lecture series,
Lectures2002-2011/2004/jun-2004.mp4,Lectures2002-2011,video/mp4,2386023952,A,61;62;63,Perception and Positionality,Transcending the Mind,T2ym,1.00,year-month 2004-06 unique across annual lecture series,
Lectures2002-2011/2004/oct-2004.mp4,Lectures2002-2011,video/mp4,2413138266,A,67;68;69,Witnessing and Observing,Transcending the Mind,T2ym,1.00,year-month 2004-10 unique across annual lecture series,
Lectures2002-2011/2005/apr-2005.mp4,Lectures2002-2011,video/mp4,2017032390,A,76;77;78;337,Alignment,Nonduality Intensive,T2ym,1.00,year-month 2005-04 unique across annual lecture series,
Lectures2002-2011/2005/aug-2005.mp4,Lectures2002-2011,video/mp4,2193523468,A,88;89;90,Serenity,Nonduality Intensive,T2ym,1.00,year-month 2005-08 unique across annual lecture series,
Lectures2002-2011/2005/dec-2005.mp4,Lectures2002-2011,video/mp4,2290116449,A,100;101;102,"God, Religion, and Spirituality",Nonduality Intensive,T2ym,1.00,year-month 2005-12 unique across annual lecture series,
Lectures2002-2011/2005/feb-2005.mp4,Lectures2002-2011,video/mp4,2154147391,A,73;74;75,Vision,Nonduality Intensive,T2ym,1.00,year-month 2005-02 unique across annual lecture series,
Lectures2002-2011/2005/jul-2005.mp4,Lectures2002-2011,video/mp4,2232753919,A,85;86;87,Conviction,Nonduality Intensive,T2ym,1.00,year-month 2005-07 unique across annual lecture series,
Lectures2002-2011/2005/jun-2005.mp4,Lectures2002-2011,video/mp4,2233917911,A,82;83;84,Transcending Barriers,Nonduality Intensive,T2ym,1.00,year-month 2005-06 unique across annual lecture series,
Lectures2002-2011/2005/may-2005.mp4,Lectures2002-2011,video/mp4,2143138447,A,79;80;81;336,Intention,Nonduality Intensive,T2ym,1.00,year-month 2005-05 unique across annual lecture series,
Lectures2002-2011/2005/nov-2005.mp4,Lectures2002-2011,video/mp4,2421507700,A,97;98;99,Valid Teachers and Teachings,Nonduality Intensive,T2ym,1.00,year-month 2005-11 unique across annual lecture series,
Lectures2002-2011/2005/oct-2005.mp4,Lectures2002-2011,video/mp4,2220258769,A,94;95;96,Spiritual Traps,Nonduality Intensive,T2ym,1.00,year-month 2005-10 unique across annual lecture series,
Lectures2002-2011/2005/sep-2005.mp4,Lectures2002-2011,video/mp4,2203323103,A,91;92;93,Transcending Obstacles,Nonduality Intensive,T2ym,1.00,year-month 2005-09 unique across annual lecture series,
Lectures2002-2011/2006/apr-2006.mp4,Lectures2002-2011,video/mp4,2127086280,A,106;107;108;341,Perception vs Essence,Transcending Levels of Consciousness,T2ym,1.00,year-month 2006-04 unique across annual lecture series,
Lectures2002-2011/2006/aug-2006.mp4,Lectures2002-2011,video/mp4,2149830696,A,112;113;114,Reason vs Truth,Transcending Levels of Consciousness,T2ym,1.00,year-month 2006-08 unique across annual lecture series,
Lectures2002-2011/2006/dec-2006.mp4,Lectures2002-2011,video/mp4,2089883925,A,124;125;126,Is the Miraculous Real?,Transcending Levels of Consciousness,T2ym,1.00,year-month 2006-12 unique across annual lecture series,
Lectures2002-2011/2006/feb-2006.mp4,Lectures2002-2011,video/mp4,2163978440,A,103;104;105,Experiential Reality,Transcending Levels of Consciousness,T2ym,1.00,year-month 2006-02 unique across annual lecture series,
Lectures2002-2011/2006/jun-2006.mp4,Lectures2002-2011,video/mp4,2100361276,A,109;110;111,Spiritual Truth vs. Spiritual Fantasy,Transcending Levels of Consciousness,T2ym,1.00,year-month 2006-06 unique across annual lecture series,
Lectures2002-2011/2006/nov-2006.mp4,Lectures2002-2011,video/mp4,2187083027,A,121;122;123;343,Live Your Life Like a Prayer,Transcending Levels of Consciousness,T2ym,1.00,year-month 2006-11 unique across annual lecture series,
Lectures2002-2011/2006/oct-2006.mp4,Lectures2002-2011,video/mp4,1980703617,A,118;119;120,Spiritual Practice and Daily Life,Transcending Levels of Consciousness,T2ym,1.00,year-month 2006-10 unique across annual lecture series,
Lectures2002-2011/2006/sep-2006.mp4,Lectures2002-2011,video/mp4,2444379488,A,115;116;117,A Review of the Work,Transcending Levels of Consciousness,T2ym,1.00,year-month 2006-09 unique across annual lecture series,
Lectures2002-2011/2007/apr-2007.mp4,Lectures2002-2011,video/mp4,2105292110,A,130;131;132,Relativism vs Reality,Spiritual Reality & Modern Man,T2ym,1.00,year-month 2007-04 unique across annual lecture series,
Lectures2002-2011/2007/aug-2007.mp4,Lectures2002-2011,video/mp4,2044496399,A,139;140;141,The Human Dilemma,Spiritual Reality & Modern Man,T2ym,1.00,year-month 2007-08 unique across annual lecture series,
Lectures2002-2011/2007/dec-2007.mp4,Lectures2002-2011,video/mp4,2130217877,A,151;152;153,Experiential Reality: The Mystic,Spiritual Reality & Modern Man,T2ym,1.00,year-month 2007-12 unique across annual lecture series,
Lectures2002-2011/2007/feb-2007.mp4,Lectures2002-2011,video/mp4,2223357384,A,127;128;129;340,God vs Science: Limits of the Mind,Spiritual Reality & Modern Man,T2ym,1.00,year-month 2007-02 unique across annual lecture series,
Lectures2002-2011/2007/jul-2007.mp4,Lectures2002-2011,video/mp4,2196681365,A,136;137;138,What is Truth? The Absolute,Spiritual Reality & Modern Man,T2ym,1.00,year-month 2007-07 unique across annual lecture series,
Lectures2002-2011/2007/jun-2007.mp4,Lectures2002-2011,video/mp4,2041492441,A,133;134;135,What is 'Real'?,Spiritual Reality & Modern Man,T2ym,1.00,year-month 2007-06 unique across annual lecture series,
Lectures2002-2011/2007/nov-2007.mp4,Lectures2002-2011,video/mp4,1561095458,A,148;149;150,Spiritual Survival: Realization of Reality,Spiritual Reality & Modern Man,T2ym,1.00,year-month 2007-11 unique across annual lecture series,
Lectures2002-2011/2007/oct-2007.mp4,Lectures2002-2011,video/mp4,2178225170,A,145;146;147,Creation vs Evolution,Spiritual Reality & Modern Man,T2ym,1.00,year-month 2007-10 unique across annual lecture series,
Lectures2002-2011/2007/sep-2007.mp4,Lectures2002-2011,video/mp4,2186398974,A,142;143;144,A Review of the Work,Spiritual Reality & Modern Man,T2ym,1.00,year-month 2007-09 unique across annual lecture series,
Lectures2002-2011/2008/aug-2008.mp4,Lectures2002-2011,video/mp4,1390061342,A,163;164;165,"Overcoming Doubt, Skepticism & Disbelief",Advanced Spiritual Awareness,T2ym,1.00,year-month 2008-08 unique across annual lecture series,
Lectures2002-2011/2008/dec-2008.mp4,Lectures2002-2011,video/mp4,2906920959,A,172;173;174,A Unique Sedona Seminar,Advanced Spiritual Awareness,T2ym,1.00,year-month 2008-12 unique across annual lecture series,
Lectures2002-2011/2008/jan-2008.mp4,Lectures2002-2011,video/mp4,1555407970,A,154;155;156,Spirituality: Reason and Faith,Advanced Spiritual Awareness,T2ym,1.00,year-month 2008-01 unique across annual lecture series,
Lectures2002-2011/2008/jun-2008.mp4,Lectures2002-2011,video/mp4,1656836821,A,160;161;162,"Belief, Trust and Credibility",Advanced Spiritual Awareness,T2ym,1.00,year-month 2008-06 unique across annual lecture series,
Lectures2002-2011/2008/mar-2008.mp4,Lectures2002-2011,video/mp4,1856551593,A,157;158;159,The Clear Pathway to Enlightenment,Advanced Spiritual Awareness,T2ym,1.00,year-month 2008-03 unique across annual lecture series,
Lectures2002-2011/2008/nov-2008.mp4,Lectures2002-2011,video/mp4,1662502017,A,169;170;171,Freedom: Morality and Ethics,Advanced Spiritual Awareness,T2ym,1.00,year-month 2008-11 unique across annual lecture series,
Lectures2002-2011/2008/oct-2008.mp4,Lectures2002-2011,video/mp4,1878532609,A,166;167;168,Practical Spirituality,Advanced Spiritual Awareness,T2ym,1.00,year-month 2008-10 unique across annual lecture series,
Lectures2002-2011/2009/apr-2009.mp4,Lectures2002-2011,video/mp4,1796783945,A,178;179;180,Happiness,In the World but Not of It,T2ym,1.00,year-month 2009-04 unique across annual lecture series,
Lectures2002-2011/2009/aug-2009.mp4,Lectures2002-2011,video/mp4,1643520266,A,181;182;183,Peace,In the World but Not of It,T2ym,1.00,year-month 2009-08 unique across annual lecture series,
Lectures2002-2011/2009/feb-2009.mp4,Lectures2002-2011,video/mp4,1766771817,A,175;176;177,What is the World?,In the World but Not of It,T2ym,1.00,year-month 2009-02 unique across annual lecture series,
Lectures2002-2011/2009/oct-2009.mp4,Lectures2002-2011,video/mp4,1815136589,A,184;185;186,Success,In the World but Not of It,T2ym,1.00,year-month 2009-10 unique across annual lecture series,
Lectures2002-2011/2010-2011/apr-2010.mp4,Lectures2002-2011,video/mp4,1828003077,A,187;188;189,Handling Spiritual Challenges,Practical Spirituality,T2ym,1.00,year-month 2010-04 unique across annual lecture series,
Lectures2002-2011/2010-2011/may-2011.mp4,Lectures2002-2011,video/mp4,1350824758,A,193;194;195,Most Valuable Qualities for a Spiritual Seeker,Love & Spiritual Seeker Qualities,T2ym,1.00,year-month 2011-05 unique across annual lecture series,
Lectures2002-2011/2010-2011/oct-2010.mp4,Lectures2002-2011,video/mp4,1625333427,A,190;191;192,Spiritual Life In Today's World,Practical Spirituality,T2ym,1.00,year-month 2010-10 unique across annual lecture series,
Lectures2002-2011/2010-2011/sep-2011.mp4,Lectures2002-2011,video/mp4,1186995314,A,196;197;198,Love,Love & Spiritual Seeker Qualities,T2ym,1.00,year-month 2011-09 unique across annual lecture series,
Ontheroad/devotion-to-truth.mp4,Ontheroad,video/mp4,633908592,A,311,Devotion to Truth Talk,On The Road Talk Series,T1c,1.00,containment: registry key 'devotiontotruth' inside master key,
Ontheroad/mind-heart-and-service-part1.mp4,Ontheroad,video/mp4,297319080,A,310,"Mind, Heart and Service: The Pathway of Devotional Non-Duality",On The Road Talk Series,T1x,1.00,"all significant tokens of a name segment match (prior: On The Road Talk Series); exact name key(s): mindheartandservice, mindheartservice",
Ontheroad/mind-heart-and-service-part2.mp4,Ontheroad,video/mp4,301395529,A,310,"Mind, Heart and Service: The Pathway of Devotional Non-Duality",On The Road Talk Series,T1x,1.00,"all significant tokens of a name segment match (prior: On The Road Talk Series); exact name key(s): mindheartandservice, mindheartservice",
Ontheroad/on-the-road-become-that-which-you-are.mp4,Ontheroad,video/mp4,945067613,A,215;216;217,Become That Which You Are,On The Road Talk Series,T1p,1.00,"exact after collection-prefix strip: becomethatwhichyou, becomethatwhichyouare",
Ontheroad/on-the-road-love-is-a-way-of-being.mp4,Ontheroad,video/mp4,1278663070,A,218;219;220,Love is a Way of Being,On The Road Talk Series,T1p,1.00,"exact after collection-prefix strip: loveisawayofbeing, lovewaybeing",
Ontheroad/on-the-road-presence-of-spiritual-awareness.mp4,Ontheroad,video/mp4,1512992795,A,222;223;224,The Presence of Spiritual Awareness,On The Road Talk Series,T1p,1.00,exact after collection-prefix strip: presencespiritualawareness,
